0,0,1.70798,3.01269,0.383464,0.377543,325,1200,0.270833
0,1,1.64859,3.58037,0.129672,0.443827,376,1200,0.313333
0,2,1.57222,4.46464,0.0484164,0.570192,434,1200,0.361667
0,3,1.5774,4.37432,0.0408612,0.660517,436,1199,0.363636
0,4,1.50872,5.04816,0.0158141,0.653996,483,1200,0.4025
0,5,1.49965,4.88272,0.0161112,0.689161,481,1200,0.400833
0,6,1.45656,4.94025,0.00733788,0.681279,501,1200,0.4175
0,7,1.42154,4.55045,0.00450085,0.674574,491,1200,0.409167
0,8,1.42219,4.95209,0.00316155,0.746047,525,1200,0.4375
0,9,1.45044,6.97792,0.00142794,0.849148,513,1200,0.4275
0,0,2.25589,7.24326,0.0895617,1.04698,188,1200,0.156667
1,0,2.10664,5.86888,0.209481,0.880428,196,1200,0.163333
1,1,1.4602,6.84014,0.0193492,0.784083,510,1200,0.425
1,2,1.38113,5.17886,0.0118633,0.826804,535,1200,0.445833
1,3,1.2897,5.17062,0.00238396,0.882082,596,1200,0.496667
1,4,1.27523,6.87554,0.00107981,0.934931,600,1200,0.5
1,5,1.18615,7.18369,0.000320622,0.959901,638,1200,0.531667
1,6,1.11962,5.95043,0.000235291,0.947766,668,1199,0.557131
1,7,1.13933,7.36188,0.000211217,1.0286,693,1200,0.5775
1,8,1.11837,6.28845,0.000115746,1.04239,680,1200,0.566667
1,9,1.11228,5.69544,0.000350771,1.04763,711,1200,0.5925
2,0,0.983477,7.03817,5.56692e-05,0.936267,774,1200,0.645
2,1,0.938223,5.0922,0.00011515,0.865935,768,1200,0.64
2,2,0.971983,6.32856,0.000106925,0.962946,779,1200,0.649167
2,3,0.911188,5.10857,2.4676e-05,0.928575,786,1199,0.655546
2,4,0.838841,9.97208,1.43051e-06,0.957526,822,1200,0.685
2,5,0.821681,6.16401,4.52994e-06,0.886227,824,1200,0.686667
2,6,0.908915,7.2514,2.98023e-06,1.06263,812,1200,0.676667
2,7,0.777676,6.42328,2.02656e-06,0.897903,852,1200,0.71
2,8,0.776356,5.38483,2.14576e-06,0.924351,860,1200,0.716667
2,9,0.77096,6.56037,1.78814e-06,0.966732,849,1200,0.7075
3,0,0.743764,5.70229,1.43051e-06,0.874386,872,1200,0.726667
3,1,0.808084,7.20455,7.15256e-07,0.976743,821,1200,0.684167
3,2,0.793801,7.81674,2.02656e-06,1.01425,837,1200,0.6975
3,3,0.764503,7.90639,1.90735e-06,1.00116,870,1200,0.725
3,4,0.69975,5.73164,1.19209e-07,0.932232,883,1200,0.735833
3,5,0.665073,10.8588,7.15256e-07,0.938182,896,1200,0.746667
3,6,0.66714,4.87108,1.19209e-07,0.871415,872,1200,0.726667
3,7,0.679603,7.41058,0,0.982567,895,1199,0.746455
3,8,0.693045,7.75682,0,0.99581,895,1200,0.745833
3,9,0.599576,7.07251,0,0.86511,919,1200,0.765833
4,0,0.555563,7.29095,0,0.841563,943,1200,0.785833
4,1,0.547533,6.59875,0,0.892397,961,1200,0.800833
4,2,0.529878,9.34805,0,0.888888,965,1200,0.804167
4,3,0.534655,6.17119,0,0.883475,941,1200,0.784167
4,4,0.503411,7.31985,0,0.894844,975,1199,0.813178
4,5,0.559192,8.75335,0,0.950853,951,1200,0.7925
4,6,0.46885,9.02767,0,0.857373,985,1200,0.820833
4,7,0.511706,11.7182,0,0.963376,976,1200,0.813333
4,8,0.502307,6.6594,0,0.963196,988,1200,0.823333
4,9,0.401666,6.4098,0,0.758916,1022,1200,0.851667
5,0,0.412972,6.18721,0,0.764922,1007,1200,0.839167
5,1,0.416604,8.34816,0,0.845793,1021,1200,0.850833
5,2,0.396658,7.23744,0,0.770769,1012,1200,0.843333
5,3,0.372729,5.26676,0,0.746045,1025,1200,0.854167
5,4,0.409028,9.86195,0,0.863453,1019,1200,0.849167
5,5,0.376275,4.91093,0,0.750237,1031,1200,0.859167
5,6,0.367277,6.64635,0,0.783367,1037,1200,0.864167
5,7,0.366424,7.11088,0,0.793858,1035,1199,0.863219
5,8,0.387259,9.77274,0,0.859897,1024,1200,0.853333
5,9,0.298552,6.12191,0,0.659578,1064,1200,0.886667
6,0,0.279299,4.99039,0,0.500727,1093,1200,0.910833
6,1,0.247401,7.57387,0,0.498018,1110,1200,0.925
6,2,0.227324,3.48051,0,0.391933,1126,1200,0.938333
6,3,0.239973,5.22988,0,0.487444,1110,1200,0.925
6,4,0.20712,5.22459,0,0.422306,1126,1200,0.938333
6,5,0.176526,2.47058,0,0.322718,1137,1199,0.94829
6,6,0.148344,2.64665,0,0.280472,1162,1200,0.968333
6,7,0.175811,3.45853,0,0.354544,1143,1200,0.9525
6,8,0.155722,2.9699,0,0.312645,1152,1200,0.96
6,9,0.155382,2.92633,0,0.334096,1148,1200,0.956667
